,"Type","Date","Num","Memo","Name","Qty","Sales Price","Amount","Balance"
"Inventory",,,,,,,,,""
"00-Beer & Spirits",,,,,,,,,""
,"Invoice","03/15/2018","78865","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1002",6,27.50,165.00,6205.57
,"Invoice","03/16/2018","78902","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1001",12,27.50,330.00,6535.57
,"Invoice","03/16/2018","78920","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1009",1,27.50,27.50,6563.07
,"Invoice","03/30/2018","79305","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Wild Garlic Restaurant",1,27.50,27.50,6590.57
,"Invoice","04/20/2018","79793","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Plaza Liquors",2,27.50,55.00,6645.57
,"Invoice","05/10/2018","80200","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1008",1,27.50,27.50,6673.07
,"Invoice","05/11/2018","80274","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Wild Garlic Restaurant",1,27.50,27.50,6700.57
,"Invoice","05/25/2018","80575","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Plaza Liquors",2,27.50,55.00,6755.57
,"Invoice","06/01/2018","80703","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Park Plaza Liquor and Deli",6,27.50,165.00,6920.57
,"Invoice","06/13/2018","80902","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1004",6,27.50,165.00,7085.57
,"Invoice","06/14/2018","80928","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1001",6,27.50,165.00,7250.57
,"Invoice","06/14/2018","80939","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Brix Restaurant & Wine Bar - Flagstaff",1,27.50,27.50,7278.07
,"Invoice","06/22/2018","81094","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Plaza Liquors",2,27.50,55.00,7333.07
,"Invoice","08/02/2018","81721","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Cottage Place Restaurant",1,27.50,27.50,7360.57
,"Invoice","08/09/2018","81863","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Plaza Liquors",1,27.50,27.50,7388.07
,"Invoice","08/16/2018","81991","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1001",6,27.50,165.00,7553.07
,"Invoice","08/23/2018","82122","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Plaza Liquors",1,27.50,27.50,7580.57
,"Invoice","08/23/2018","82124","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Wild Garlic Restaurant",1,27.50,27.50,7608.07
,"Invoice","08/30/2018","82271","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Samples Kevin",1,0.00,0.00,7608.07
,"Invoice","08/30/2018","82307","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Samples Kevin",0,0.00,0.00,7608.07
,"Invoice","09/13/2018","82608","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Samples Kevin",0,0.00,0.00,7608.07
,"Invoice","09/27/2018","82841","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Plaza Liquors",6,27.50,165.00,7773.07
,"Invoice","10/04/2018","82966","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Brix Restaurant & Wine Bar - Flagstaff",1,27.50,27.50,7800.57
,"Invoice","10/11/2018","83114","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Majestic Marketplace",1,27.50,27.50,7828.07
,"Invoice","10/12/2018","83163","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Samples Jennifer",1,0.00,0.00,7828.07
,"Invoice","10/24/2018","83393","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Wrigley Mansion",1,24.00,24.00,7852.07
,"Invoice","10/25/2018","83439","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Cottage Place Restaurant",1,27.50,27.50,7879.57
,"Invoice","10/31/2018","83561","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Samples Kevin",1,0.00,0.00,7879.57
,"Invoice","10/31/2018","83563","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Beckett's  Table",1,27.50,27.50,7907.07
,"Invoice","10/31/2018","83581","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Beckett's  Table",2,27.50,55.00,7962.07
,"Invoice","11/08/2018","83799","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1001",6,27.50,165.00,8127.07
,"Invoice","11/14/2018","83948","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1004",3,27.50,82.50,8209.57
,"Invoice","12/13/2018","84638","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Beckett's  Table",5,27.50,137.50,8347.07
,"Invoice","12/13/2018","84654","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1008",2,27.50,55.00,8402.07
,"Invoice","12/13/2018","84663","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1002",3,27.50,82.50,8484.57
,"Invoice","12/13/2018","84664","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1001",6,27.50,165.00,8649.57
,"Invoice","12/18/2018","84750","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Samples Kevin",1,0.00,0.00,8649.57
,"Invoice","12/19/2018","84771","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Quick N Shine Carwash",2,27.50,55.00,8704.57
,"Invoice","12/20/2018","84819","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Plaza Liquors",6,27.50,165.00,8869.57
,"Invoice","12/27/2018","84943","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Root Public House",1,27.50,27.50,8897.07
,"Invoice","01/04/2019","85106","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Samples Frank",1,0.00,0.00,8897.07
,"Invoice","01/04/2019","85133","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Beckett's  Table",4,27.50,110.00,9007.07
,"Invoice","01/04/2019","85136","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Lloyd's Liquors",1,27.50,27.50,9034.57
,"Invoice","01/10/2019","85213","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1002",6,27.50,165.00,9199.57
,"Invoice","01/10/2019","85232","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Plaza Liquors",6,27.50,165.00,9364.57
,"Invoice","01/11/2019","85284","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Little Rituals",1,27.50,27.50,9392.07
,"Invoice","01/25/2019","85592","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Lloyd's Liquors",1,27.50,27.50,9419.57
,"Invoice","01/31/2019","85701","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Majestic Marketplace",1,27.50,27.50,9447.07
,"Invoice","02/14/2019","86052","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1001",6,27.50,165.00,9612.07
,"Invoice","02/14/2019","86056","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Plaza Liquors",4,27.50,110.00,9722.07
,"Invoice","02/19/2019","86153","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Samples Kevin",1,0.00,0.00,9722.07
,"Invoice","03/28/2019","87070","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Plaza Liquors",2,27.50,55.00,9777.07
,"Invoice","03/29/2019","87131","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Beckett's  Table",4,27.50,110.00,9887.07
,"Invoice","04/12/2019","87467","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1003",12,27.50,330.00,10217.07
,"Invoice","04/19/2019","87657","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Samples Michael",1,0.00,0.00,10217.07
,"Invoice","04/19/2019","87665","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Point",1,27.50,27.50,10244.57
,"Invoice","05/02/2019","87894","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Plaza Liquors",1,27.50,27.50,10272.07
,"Invoice","05/16/2019","88202","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1001",6,27.50,165.00,10437.07
,"Invoice","05/16/2019","88205","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Plaza Liquors",2,27.50,55.00,10492.07
,"Invoice","05/23/2019","88362","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Cottage Place Restaurant",1,27.50,27.50,10519.57
,"Invoice","05/30/2019","88470","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Beaver Street Liquors",1,27.50,27.50,10547.07
,"Invoice","06/06/2019","88613","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Plaza Liquors",2,27.50,55.00,10602.07
,"Invoice","06/27/2019","88989","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Cottage Place Restaurant",1,27.50,27.50,10629.57
,"Invoice","06/27/2019","89016","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Feast",3,27.50,82.50,10712.07
,"Invoice","11/13/2019","91659","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1004",6,27.50,165.00,10877.07
,"Invoice","11/14/2019","91698","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1001",6,27.50,165.00,11042.07
,"Invoice","11/14/2019","91711","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1010 - Tempe",6,27.50,165.00,11207.07
,"Invoice","11/21/2019","91892","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Plaza Liquors",6,27.50,165.00,11372.07
,"Invoice","11/25/2019","92036","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Plaza Liquors",3,27.50,82.50,11454.57
,"Invoice","12/11/2019","92365","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1008",6,27.50,165.00,11619.57
,"Invoice","12/11/2019","92386","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Total Wine 1003",4,27.50,110.00,11729.57
,"Invoice","12/29/2019","92799","Marie Duffau, Napoleon Bas Armagnac (min 6 yrs)","Plaza Liquors",4,27.50,110.00,11839.57
"Total 00303 UA4 (Marie Duffau, Napoleon Bas Armagnac (min 6 yrs))",,,,,,439,,11839.57,11839.57
"00304 UA4 (Dartigalongue Bas Armagnac XO (min 10 yrs))",,,,,,,,,""
,"Invoice","10/12/2016","68250","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1005",6,39.00,234.00,234.00
,"Invoice","10/12/2016","68251","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1007",6,39.00,234.00,468.00
,"Invoice","10/12/2016","68252","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1006",6,39.00,234.00,702.00
,"Invoice","10/12/2016","68261","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1010 - Tempe",5,39.00,195.00,897.00
,"Invoice","11/17/2016","69013","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1008",6,39.00,234.00,1131.00
,"Invoice","11/17/2016","69014","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1004",6,39.00,234.00,1365.00
,"Invoice","11/17/2016","69016","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1003",6,39.00,234.00,1599.00
,"Invoice","11/17/2016","69018","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1002",6,39.00,234.00,1833.00
,"Invoice","11/18/2016","68998","Dartigalongue Bas Armagnac XO (min 10 yrs)","North - La Encantada",1,39.00,39.00,1872.00
,"Invoice","11/18/2016","69020","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1009",6,39.00,234.00,2106.00
,"Invoice","11/18/2016","69021","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1001",6,39.00,234.00,2340.00
,"Invoice","11/18/2016","69037","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1005",6,39.00,234.00,2574.00
,"Invoice","11/18/2016","69038","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1007",12,39.00,468.00,3042.00
,"Invoice","12/30/2016","69917","Dartigalongue Bas Armagnac XO (min 10 yrs)","Plaza Liquors",2,39.00,78.00,3120.00
,"Invoice","01/20/2017","70231","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1001",3,39.00,117.00,3237.00
,"Invoice","01/24/2017","70334","Dartigalongue Bas Armagnac XO (min 10 yrs)","AJ's Fine Foods #159-Camelback",1,39.00,39.00,3276.00
,"Invoice","01/25/2017","70364","Dartigalongue Bas Armagnac XO (min 10 yrs)","AJ's Fine Foods #87-Ray",3,39.00,117.00,3393.00
,"Invoice","02/23/2017","70960","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1008",3,39.00,117.00,3510.00
,"Invoice","03/09/2017","71329","Dartigalongue Bas Armagnac XO (min 10 yrs)","AJ's Fine Foods #117-67th Ave.",2,39.00,78.00,3588.00
,"Invoice","03/10/2017","71339","Dartigalongue Bas Armagnac XO (min 10 yrs)","AJ's Fine Foods #173-Legacy",1,39.00,39.00,3627.00
,"Invoice","03/14/2017","71423","Dartigalongue Bas Armagnac XO (min 10 yrs)","AJ's Fine Foods #64-Central",3,39.00,117.00,3744.00
,"Invoice","03/15/2017","71422","Dartigalongue Bas Armagnac XO (min 10 yrs)","AJ's Fine Foods #61-Val Vista/Mesa",1,39.00,39.00,3783.00
,"Invoice","03/16/2017","71457","Dartigalongue Bas Armagnac XO (min 10 yrs)","AJ's Fine Foods #117-67th Ave.",2,39.00,78.00,3861.00
,"Invoice","03/16/2017","71482","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1003",5,39.00,195.00,4056.00
,"Invoice","03/16/2017","71483","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1006",2,39.00,78.00,4134.00
,"Invoice","03/17/2017","71478","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1009",6,39.00,234.00,4368.00
,"Invoice","03/17/2017","71480","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1001",6,39.00,234.00,4602.00
,"Invoice","03/17/2017","71484","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1005",6,39.00,234.00,4836.00
,"Invoice","03/23/2017","71447","Dartigalongue Bas Armagnac XO (min 10 yrs)","Majestic Marketplace",1,39.00,39.00,4875.00
,"Invoice","03/24/2017","71647","Dartigalongue Bas Armagnac XO (min 10 yrs)","Top's Liquors",1,39.00,39.00,4914.00
,"Invoice","04/07/2017","71920","Dartigalongue Bas Armagnac XO (min 10 yrs)","Rum Runner",6,39.00,234.00,5148.00
,"Invoice","04/12/2017","72038","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1006",2,39.00,78.00,5226.00
,"Invoice","04/13/2017","72043","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1002",1,39.00,39.00,5265.00
,"Invoice","04/19/2017","72181","Dartigalongue Bas Armagnac XO (min 10 yrs)","Samples Ryan",0,0.00,0.00,5265.00
,"Invoice","05/09/2017","72580","Dartigalongue Bas Armagnac XO (min 10 yrs)","AJ's Fine Foods #159-Camelback",2,39.00,78.00,5343.00
,"Invoice","05/10/2017","72619","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1010 - Tempe",1,39.00,39.00,5382.00
,"Invoice","05/12/2017","72632","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1009",6,39.00,234.00,5616.00
,"Invoice","06/07/2017","73163","Dartigalongue Bas Armagnac XO (min 10 yrs)","AJ's Fine Foods #87-Ray",3,39.00,117.00,5733.00
,"Invoice","06/15/2017","73349","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1008",6,39.00,234.00,5967.00
,"Invoice","06/15/2017","73358","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1002",2,39.00,78.00,6045.00
,"Invoice","06/16/2017","73348","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1009",6,39.00,234.00,6279.00
,"Invoice","06/27/2017","73566","Dartigalongue Bas Armagnac XO (min 10 yrs)","Tarbell's",3,39.00,117.00,6396.00
,"Invoice","07/12/2017","73780","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1010 - Tempe",1,39.00,39.00,6435.00
,"Invoice","07/12/2017","73793","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1006",6,39.00,234.00,6669.00
,"Invoice","07/14/2017","73778","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1009",18,39.00,702.00,7371.00
,"Invoice","07/28/2017","74031","Dartigalongue Bas Armagnac XO (min 10 yrs)","Plaza Liquors",1,39.00,39.00,7410.00
,"Invoice","08/09/2017","74181","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1003",3,39.00,117.00,7527.00
,"Invoice","08/09/2017","74182","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1004",6,39.00,234.00,7761.00
,"Invoice","08/18/2017","74367","Dartigalongue Bas Armagnac XO (min 10 yrs)","Plaza Liquors",1,39.00,39.00,7800.00
,"Invoice","08/18/2017","74387","Dartigalongue Bas Armagnac XO (min 10 yrs)","Samples Ray",0,0.00,0.00,7800.00
,"Invoice","09/22/2017","74984","Dartigalongue Bas Armagnac XO (min 10 yrs)","Plaza Liquors",1,39.00,39.00,7839.00
,"Invoice","10/10/2017","75251","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1004",6,39.00,234.00,8073.00
,"Invoice","10/12/2017","75317","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1003",1,39.00,39.00,8112.00
,"Invoice","10/13/2017","75313","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1007",3,39.00,117.00,8229.00
,"Invoice","10/13/2017","75314","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1001",2,39.00,78.00,8307.00
,"Invoice","10/13/2017","75320","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1009",6,39.00,234.00,8541.00
,"Invoice","10/20/2017","76331","Dartigalongue Bas Armagnac XO (min 10 yrs)","Trade Show",1,25.70,25.70,8566.70
,"Invoice","11/15/2017","76030","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1005",2,39.00,78.00,8644.70
,"Invoice","11/15/2017","76033","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1010 - Tempe",1,39.00,39.00,8683.70
,"Invoice","11/15/2017","76044","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1006",6,39.00,234.00,8917.70
,"Invoice","11/16/2017","76078","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1002",1,39.00,39.00,8956.70
,"Invoice","11/16/2017","76081","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1003",3,39.00,117.00,9073.70
,"Invoice","11/16/2017","76083","Dartigalongue Bas Armagnac XO (min 10 yrs)","Majestic Marketplace",1,39.00,39.00,9112.70
,"Invoice","11/17/2017","76141","Dartigalongue Bas Armagnac XO (min 10 yrs)","La Cocina",2,39.00,78.00,9190.70
,"Invoice","11/17/2017","76144","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1009",18,39.00,702.00,9892.70
,"Invoice","11/17/2017","76145","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1001",12,39.00,468.00,10360.70
,"Invoice","12/19/2017","76781","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1004",6,39.00,234.00,10594.70
,"Invoice","12/19/2017","76789","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1002",1,39.00,39.00,10633.70
,"Invoice","12/19/2017","76792","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1003",1,39.00,39.00,10672.70
,"Invoice","12/19/2017","76795","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1008",1,39.00,39.00,10711.70
,"Invoice","12/20/2017","76802","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1006",6,39.00,234.00,10945.70
,"Invoice","12/20/2017","76803","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1010 - Tempe",2,39.00,78.00,11023.70
,"Invoice","12/20/2017","76804","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1005",2,39.00,78.00,11101.70
,"Invoice","12/20/2017","76805","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1007",2,39.00,78.00,11179.70
,"Invoice","12/28/2017","77026","Dartigalongue Bas Armagnac XO (min 10 yrs)","Plaza Liquors",1,39.00,39.00,11218.70
,"Invoice","01/04/2018","77109","Dartigalongue Bas Armagnac XO (min 10 yrs)","Park Plaza Liquor and Deli",3,39.00,117.00,11335.70
,"Invoice","01/10/2018","77217","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1007",4,39.00,156.00,11491.70
,"Invoice","01/10/2018","77226","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1003",5,39.00,195.00,11686.70
,"Invoice","01/12/2018","77311","Dartigalongue Bas Armagnac XO (min 10 yrs)","AJ's Fine Foods #159-Camelback",1,39.00,39.00,11725.70
,"Invoice","01/19/2018","77492","Dartigalongue Bas Armagnac XO (min 10 yrs)","Plaza Liquors",2,39.00,78.00,11803.70
,"Invoice","01/24/2018","77550","Dartigalongue Bas Armagnac XO (min 10 yrs)","Samples Ryan",1,0.00,0.00,11803.70
,"Invoice","02/09/2018","78000","Dartigalongue Bas Armagnac XO (min 10 yrs)","Rum Runner",2,39.00,78.00,11881.70
,"Invoice","02/09/2018","78009","Dartigalongue Bas Armagnac XO (min 10 yrs)","Plaza Liquors",1,39.00,39.00,11920.70
,"Invoice","02/13/2018","78068","Dartigalongue Bas Armagnac XO (min 10 yrs)","AJ's Fine Foods #159-Camelback",1,39.00,39.00,11959.70
,"Invoice","02/14/2018","78110","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1005",2,39.00,78.00,12037.70
,"Invoice","02/14/2018","78111","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1004",6,39.00,234.00,12271.70
,"Invoice","02/15/2018","78130","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1008",1,39.00,39.00,12310.70
,"Invoice","02/16/2018","78163","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1009",6,39.00,234.00,12544.70
,"Invoice","02/16/2018","78182","Dartigalongue Bas Armagnac XO (min 10 yrs)","Plaza Liquors",1,39.00,39.00,12583.70
,"Invoice","02/22/2018","78316","Dartigalongue Bas Armagnac XO (min 10 yrs)","Majestic Marketplace",1,39.00,39.00,12622.70
,"Invoice","03/14/2018","78830","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1004",6,39.00,234.00,12856.70
,"Invoice","03/15/2018","78865","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1002",1,39.00,39.00,12895.70
,"Invoice","03/15/2018","78870","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1003",5,39.00,195.00,13090.70
,"Invoice","04/06/2018","79424","Dartigalongue Bas Armagnac XO (min 10 yrs)","Liquor Dan",1,39.00,39.00,13129.70
,"Invoice","04/11/2018","79527","Dartigalongue Bas Armagnac XO (min 10 yrs)","AJ's Fine Foods #159-Camelback",1,39.00,39.00,13168.70
,"Invoice","04/11/2018","79553","Dartigalongue Bas Armagnac XO (min 10 yrs)","AJ's Fine Foods #87-Ray",3,39.00,117.00,13285.70
,"Invoice","04/12/2018","79568","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1006",1,39.00,39.00,13324.70
,"Invoice","05/09/2018","80177","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1010 - Tempe",1,39.00,39.00,13363.70
,"Invoice","05/09/2018","80180","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1007",2,39.00,78.00,13441.70
,"Invoice","05/10/2018","80200","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1008",2,39.00,78.00,13519.70
,"Invoice","05/10/2018","80203","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1006",2,39.00,78.00,13597.70
,"Invoice","05/10/2018","80215","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1003",1,39.00,39.00,13636.70
,"Invoice","05/16/2018","80342","Dartigalongue Bas Armagnac XO (min 10 yrs)","AJ's Fine Foods #87-Ray",4,39.00,156.00,13792.70
,"Invoice","06/01/2018","80672","Dartigalongue Bas Armagnac XO (min 10 yrs)","Rum Runner",3,39.00,117.00,13909.70
,"Invoice","06/13/2018","80899","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1005",1,39.00,39.00,13948.70
,"Invoice","06/13/2018","80900","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1007",1,39.00,39.00,13987.70
,"Invoice","06/13/2018","80902","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1004",12,39.00,468.00,14455.70
,"Invoice","06/14/2018","80926","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1008",6,39.00,234.00,14689.70
,"Invoice","06/14/2018","80928","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1001",3,39.00,117.00,14806.70
,"Invoice","06/14/2018","80933","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1002",1,39.00,39.00,14845.70
,"Invoice","06/14/2018","80934","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1003",2,39.00,78.00,14923.70
,"Invoice","07/11/2018","81349","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1002",1,39.00,39.00,14962.70
,"Invoice","07/11/2018","81350","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1003",1,39.00,39.00,15001.70
,"Invoice","07/11/2018","81353","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1006",1,39.00,39.00,15040.70
,"Invoice","07/11/2018","81357","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1007",2,39.00,78.00,15118.70
,"Invoice","07/12/2018","81377","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1001",6,39.00,234.00,15352.70
,"Invoice","07/12/2018","81381","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1008",2,39.00,78.00,15430.70
,"Invoice","08/09/2018","81863","Dartigalongue Bas Armagnac XO (min 10 yrs)","Plaza Liquors",1,39.00,39.00,15469.70
,"Invoice","08/15/2018","81979","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1006",2,39.00,78.00,15547.70
,"Invoice","08/15/2018","81981","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1003",4,39.00,156.00,15703.70
,"Invoice","08/15/2018","81982","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1005",1,39.00,39.00,15742.70
,"Invoice","09/12/2018","82516","Dartigalongue Bas Armagnac XO (min 10 yrs)","Total Wine 1005",2,39.00,78.00,15820.70
,"Invoice","10/11/2018","83114","Dartigalongue Bas Armagnac XO (min 10 yrs)","Majestic Marketplace",1,39.00,39.00,15859.70
,"Invoice","10/18/2018","83244","Dartigalongue Bas Armagnac XO (min 10 yrs)","Rum Runner",3,39.00,117.00,15976.70
