,"Type","Date","Num","Memo","Name","Qty","Sales Price","Amount","Balance"
"Inventory",,,,,,,,,""
"00-Beer & Spirits",,,,,,,,,""
,"Invoice","12/18/2014","55341","Meletti, Amaro","Plaza Liquors",1,16.00,16.00,10585.25
,"Invoice","12/19/2014","55381","Meletti, Amaro","Citizen Public House",24,15.99,383.76,10969.01
,"Invoice","12/22/2014","55424","Meletti, Amaro","The Gladly",12,15.99,191.88,11160.89
,"Invoice","12/23/2014","55493","Meletti, Amaro","Liquor Vault",2,15.99,31.98,11192.87
,"Invoice","12/29/2014","55537","Meletti, Amaro","Plaza Liquors",1,16.00,16.00,11208.87
,"Invoice","12/30/2014","55565","Meletti, Amaro","Citizen Public House",36,15.99,575.64,11784.51
,"Invoice","12/30/2014","55588","Meletti, Amaro","Cafe Boa",1,15.99,15.99,11800.50
,"Invoice","12/31/2014","55598","Meletti, Amaro","Crudo",6,15.99,95.94,11896.44
,"Invoice","01/08/2015","55622","Meletti, Amaro","Reilly Craft Pizza + Drink",6,15.99,95.94,11992.38
,"Invoice","01/09/2015","55723","Meletti, Amaro","Citizen Public House",12,15.99,191.88,12184.26
,"Invoice","01/15/2015","55839","Meletti, Amaro","EVO",5,15.99,79.95,12264.21
,"Invoice","01/22/2015","55988","Meletti, Amaro","Armitage",1,15.99,15.99,12280.20
,"Invoice","01/22/2015","56019","Meletti, Amaro","Citizen Public House",12,15.99,191.88,12472.08
,"Invoice","01/23/2015","56021","Meletti, Amaro","Pizzicletta",5,15.99,79.95,12552.03
,"Invoice","01/23/2015","56026","Meletti, Amaro","Citizen Public House",48,15.99,767.52,13319.55
,"Invoice","01/30/2015","56140","Meletti, Amaro","The Nook Arcadia",2,15.99,31.98,13351.53
,"Invoice","02/17/2015","56497","Meletti, Amaro","Citizen Public House",12,15.99,191.88,13543.41
,"Invoice","02/19/2015","56615","Meletti, Amaro","Cowboy Ciao",2,15.99,31.98,13575.39
,"Invoice","02/25/2015","56651","Meletti, Amaro","Parlor",12,15.99,191.88,13767.27
,"Invoice","02/27/2015","56706","Meletti, Amaro","Citizen Public House",12,15.99,191.88,13959.15
,"Invoice","02/27/2015","56730","Meletti, Amaro","Solo Trattoria",6,15.99,95.94,14055.09
,"Invoice","03/04/2015","56807","Meletti, Amaro","Crudo",6,15.98,95.88,14150.97
,"Invoice","03/06/2015","56842","Meletti, Amaro","Citizen Public House",24,15.99,383.76,14534.73
,"Invoice","03/06/2015","56887","Meletti, Amaro","Cowboy Ciao",6,15.99,95.94,14630.67
,"Invoice","03/06/2015","56894","Meletti, Amaro","AJ's Fine Foods #159-Camelback",3,15.99,47.97,14678.64
,"Invoice","03/13/2015","56946","Meletti, Amaro","AJ's Fine Foods #90-Lone Mtn",2,15.99,31.98,14710.62
,"Invoice","03/13/2015","56966","Meletti, Amaro","Citizen Public House",24,15.99,383.76,15094.38
,"Invoice","03/17/2015","57021","Meletti, Amaro","Italian Restaurant",2,15.99,31.98,15126.36
,"Invoice","03/19/2015","57098","Meletti, Amaro","Blackstone Country Club",3,15.99,47.97,15174.33
,"Invoice","03/20/2015","57121","Meletti, Amaro","Citizen Public House",24,15.99,383.76,15558.09
,"Invoice","03/20/2015","57149","Meletti, Amaro","Vintage 95",1,15.99,15.99,15574.08
,"Invoice","03/25/2015","57220","Meletti, Amaro","Virtu",1,15.99,15.99,15590.07
,"Invoice","04/03/2015","57376","Meletti, Amaro","Citizen Public House",24,15.99,383.76,15973.83
,"Invoice","04/10/2015","57526","Meletti, Amaro","Italian Restaurant",3,15.99,47.97,16021.80
,"Invoice","04/10/2015","57541","Meletti, Amaro","Cowboy Ciao",3,15.99,47.97,16069.77
,"Invoice","04/17/2015","57619","Meletti, Amaro","Citizen Public House",24,15.99,383.76,16453.53
,"Invoice","04/23/2015","57738","Meletti, Amaro","AJ's Fine Foods #117-67th Ave.",2,15.99,31.98,16485.51
,"Invoice","04/23/2015","57767","Meletti, Amaro","Virtu",1,15.99,15.99,16501.50
,"Invoice","04/24/2015","57774","Meletti, Amaro","Citizen Public House",24,15.99,383.76,16885.26
,"Invoice","04/24/2015","57815","Meletti, Amaro","Cowboy Ciao",6,15.99,95.94,16981.20
,"Invoice","05/01/2015","57912","Meletti, Amaro","Citizen Public House",12,15.99,191.88,17173.08
,"Invoice","05/08/2015","58026","Meletti, Amaro","Citizen Public House",12,15.99,191.88,17364.96
,"Invoice","05/08/2015","58047","Meletti, Amaro","Top's Liquors",2,15.99,31.98,17396.94
,"Invoice","05/13/2015","58109","Meletti, Amaro","AJ's Fine Foods #159-Camelback",2,15.99,31.98,17428.92
,"Invoice","05/13/2015","58115","Meletti, Amaro","Sun Devil Liquor",2,15.99,31.98,17460.90
,"Invoice","05/15/2015","58138","Meletti, Amaro","Citizen Public House",24,15.99,383.76,17844.66
,"Invoice","05/15/2015","58165","Meletti, Amaro","Revival",1,15.99,15.99,17860.65
,"Invoice","05/22/2015","58261","Meletti, Amaro","Citizen Public House",24,15.99,383.76,18244.41
,"Invoice","05/27/2015","58361","Meletti, Amaro","Solo Trattoria",3,15.99,47.97,18292.38
,"Invoice","05/29/2015","58375","Meletti, Amaro","Citizen Public House",15,15.99,239.85,18532.23
,"Invoice","06/02/2015","58461","Meletti, Amaro","Cowboy Ciao",2,15.99,31.98,18564.21
,"Invoice","06/05/2015","58502","Meletti, Amaro","Citizen Public House",12,15.99,191.88,18756.09
,"Invoice","06/09/2015","58555","Meletti, Amaro","AJ's Fine Foods #159-Camelback",3,15.50,46.50,18802.59
,"Invoice","06/12/2015","58640","Meletti, Amaro","Italian Restaurant",2,15.99,31.98,18834.57
,"Invoice","06/19/2015","58728","Meletti, Amaro","Cowboy Ciao",3,15.95,47.85,18882.42
,"Invoice","06/19/2015","58730","Meletti, Amaro","Citizen Public House",24,15.99,383.76,19266.18
,"Invoice","06/25/2015","58813","Meletti, Amaro","Citizen Public House",24,15.99,383.76,19649.94
,"Invoice","07/02/2015","58894","Meletti, Amaro","AJ's Fine Foods #159-Camelback",2,15.99,31.98,19681.92
,"Invoice","07/03/2015","58896","Meletti, Amaro","Cowboy Ciao",3,15.99,47.97,19729.89
,"Invoice","07/08/2015","58951","Meletti, Amaro","Solo Trattoria",2,15.99,31.98,19761.87
,"Invoice","07/09/2015","58978","Meletti, Amaro","Citizen Public House",12,15.99,191.88,19953.75
,"Invoice","07/10/2015","59008","Meletti, Amaro","AJ's Fine Foods #159-Camelback",2,15.99,31.98,19985.73
,"Invoice","07/14/2015","59048","Meletti, Amaro","Italian Restaurant",1,15.99,15.99,20001.72
,"Invoice","07/16/2015","59072","Meletti, Amaro","Citizen Public House",12,15.99,191.88,20193.60
,"Invoice","07/23/2015","59162","Meletti, Amaro","Citizen Public House",12,15.99,191.88,20385.48
,"Invoice","07/29/2015","59225","Meletti, Amaro","AJ's Fine Foods #159-Camelback",2,15.99,31.98,20417.46
,"Invoice","08/05/2015","59358","Meletti, Amaro","Crudo",4,15.99,63.96,20481.42
,"Invoice","08/06/2015","59348","Meletti, Amaro","Reilly Craft Pizza + Drink",12,15.99,191.88,20673.30
,"Invoice","08/06/2015","59365","Meletti, Amaro","Citizen Public House",12,15.99,191.88,20865.18
,"Invoice","08/07/2015","59388","Meletti, Amaro","Cowboy Ciao",6,15.99,95.94,20961.12
,"Invoice","08/13/2015","59474","Meletti, Amaro","Plaza Liquors",4,15.99,63.96,21025.08
,"Invoice","08/13/2015","59477","Meletti, Amaro","Citizen Public House",12,15.99,191.88,21216.96
,"Invoice","08/14/2015","59491","Meletti, Amaro","Simply Crust Italian",2,15.99,31.98,21248.94
,"Invoice","08/18/2015","59542","Meletti, Amaro","Italian Restaurant",1,15.99,15.99,21264.93
,"Invoice","08/19/2015","59551","Meletti, Amaro","Solo Trattoria",3,15.99,47.97,21312.90
,"Invoice","08/24/2015","59630","Meletti, Amaro","OKRA",2,15.99,31.98,21344.88
,"Invoice","08/27/2015","59695","Meletti, Amaro","Citizen Public House",0,15.99,0.00,21344.88
,"Invoice","08/28/2015","59715","Meletti, Amaro","Cowboy Ciao",6,15.99,95.94,21440.82
,"Invoice","09/01/2015","59744","Meletti, Amaro","AJ's Fine Foods #159-Camelback",5,15.99,79.95,21520.77
,"Invoice","09/01/2015","59746","Meletti, Amaro","OKRA",6,15.99,95.94,21616.71
,"Invoice","09/02/2015","59813","Meletti, Amaro","Citizen Public House",12,15.99,191.88,21808.59
,"Invoice","09/03/2015","59814","Meletti, Amaro","The Gladly",12,15.99,191.88,22000.47
,"Invoice","09/09/2015","59881","Meletti, Amaro","Clever Koi",1,15.99,15.99,22016.46
,"Invoice","09/09/2015","59899","Meletti, Amaro","Simply Crust Italian",2,15.99,31.98,22048.44
,"Invoice","09/10/2015","59918","Meletti, Amaro","Citizen Public House",12,15.99,191.88,22240.32
,"Invoice","09/16/2015","60014","Meletti, Amaro","Virtu",1,15.99,15.99,22256.31
,"Invoice","09/16/2015","60017","Meletti, Amaro","Samples Amber",1,0.00,0.00,22256.31
,"Invoice","09/18/2015","60030","Meletti, Amaro","Citizen Public House",12,15.99,191.88,22448.19
,"Invoice","09/18/2015","60065","Meletti, Amaro","Vintage 95",2,15.99,31.98,22480.17
,"Invoice","09/18/2015","60075","Meletti, Amaro","Pig & Pickle",2,15.99,31.98,22512.15
,"Invoice","09/22/2015","60091","Meletti, Amaro","Clever Koi",1,15.99,15.99,22528.14
,"Invoice","09/23/2015","60111","Meletti, Amaro","OKRA",6,15.99,95.94,22624.08
,"Invoice","09/23/2015","60203","Meletti, Amaro","Crudo",3,15.99,47.97,22672.05
,"Invoice","09/24/2015","60223","Meletti, Amaro","Citizen Public House",24,15.99,383.76,23055.81
,"Invoice","09/24/2015","60242","Meletti, Amaro","Simply Crust Italian",4,15.99,63.96,23119.77
,"Invoice","09/30/2015","60296","Meletti, Amaro","AJ's Fine Foods #61-Val Vista/Mesa",3,15.99,47.97,23167.74
,"Invoice","10/01/2015","60361","Meletti, Amaro","Top's Liquors",1,15.99,15.99,23183.73
,"Invoice","10/06/2015","60334","Meletti, Amaro","Virtu",1,15.99,15.99,23199.72
,"Invoice","10/06/2015","60427","Meletti, Amaro","AJ's Fine Foods #159-Camelback",4,15.99,63.96,23263.68
,"Invoice","10/07/2015","60448","Meletti, Amaro","OKRA",3,15.99,47.97,23311.65
,"Invoice","10/08/2015","60465","Meletti, Amaro","Citizen Public House",12,15.99,191.88,23503.53
,"Invoice","10/09/2015","60495","Meletti, Amaro","Pig & Pickle",4,15.99,63.96,23567.49
,"Invoice","10/09/2015","60503","Meletti, Amaro","Samples Amber",1,0.00,0.00,23567.49
,"Invoice","10/14/2015","60566","Meletti, Amaro","Simply Crust Italian",1,15.99,15.99,23583.48
,"Invoice","10/16/2015","60410","Meletti, Amaro","Binkley's",1,15.99,15.99,23599.47
,"Invoice","10/21/2015","60587","Meletti, Amaro","Citizen Public House",12,15.99,191.88,23791.35
,"Invoice","10/21/2015","60689","Meletti, Amaro","Virtu",1,15.99,15.99,23807.34
,"Invoice","10/21/2015","60691","Meletti, Amaro","OKRA",4,15.99,63.96,23871.30
,"Invoice","10/23/2015","60727","Meletti, Amaro","Citizen Public House",12,15.99,191.88,24063.18
,"Invoice","10/27/2015","60785","Meletti, Amaro","AJ's Fine Foods #159-Camelback",4,15.99,63.96,24127.14
,"Invoice","10/28/2015","60808","Meletti, Amaro","OKRA",4,15.99,63.96,24191.10
,"Invoice","10/29/2015","60835","Meletti, Amaro","Citizen Public House",24,15.99,383.76,24574.86
,"Invoice","10/29/2015","60836","Meletti, Amaro","Plaza Liquors",2,15.99,31.98,24606.84
,"Invoice","10/29/2015","60870","Meletti, Amaro","Pig & Pickle",12,15.99,191.88,24798.72
,"Invoice","10/30/2015","60868","Meletti, Amaro","Cowboy Ciao",6,15.99,95.94,24894.66
,"Invoice","10/30/2015","60874","Meletti, Amaro","Parlor",4,15.99,63.96,24958.62
,"Invoice","11/06/2015","60958","Meletti, Amaro","Citizen Public House",12,15.99,191.88,25150.50
,"Invoice","11/06/2015","60986","Meletti, Amaro","Liquor Vault",4,15.99,63.96,25214.46
,"Invoice","11/11/2015","61091","Meletti, Amaro","OKRA",4,15.99,63.96,25278.42
,"Invoice","11/11/2015","61099","Meletti, Amaro","Simply Crust Italian",12,15.99,191.88,25470.30
,"Invoice","11/11/2015","61109","Meletti, Amaro","Cafe Boa",1,15.99,15.99,25486.29
,"Invoice","11/18/2015","61257","Meletti, Amaro","OKRA",2,15.99,31.98,25518.27
,"Invoice","11/20/2015","61285","Meletti, Amaro","Citizen Public House",12,15.99,191.88,25710.15
,"Invoice","11/20/2015","61300","Meletti, Amaro","Solo Trattoria",2,15.99,31.98,25742.13
,"Invoice","11/20/2015","61332","Meletti, Amaro","Cowboy Ciao",6,15.99,95.94,25838.07
,"Invoice","11/23/2015","61348","Meletti, Amaro","Cibo",1,15.99,15.99,25854.06
,"Invoice","11/24/2015","61391","Meletti, Amaro","Italian Restaurant",2,15.99,31.98,25886.04
,"Invoice","11/24/2015","61390","Meletti, Amaro","Crudo",6,15.99,95.94,25981.98
,"Invoice","11/24/2015","61412","Meletti, Amaro","OKRA",2,15.99,31.98,26013.96
,"Invoice","11/25/2015","61420","Meletti, Amaro","Pig & Pickle",12,15.99,191.88,26205.84
,"Invoice","11/25/2015","61455","Meletti, Amaro","Italian Restaurant",-2,15.99,-31.98,26173.86
,"Invoice","11/30/2015","61467","Meletti, Amaro","Cafe Boa",1,15.99,15.99,26189.85
,"Invoice","12/09/2015","61668","Meletti, Amaro","Virtu",1,15.99,15.99,26205.84
,"Invoice","12/09/2015","61674","Meletti, Amaro","OKRA",4,15.99,63.96,26269.80
,"Invoice","12/10/2015","61682","Meletti, Amaro","AJ's Fine Foods #117-67th Ave.",3,15.99,47.97,26317.77
,"Invoice","12/10/2015","61697","Meletti, Amaro","Plaza Liquors",1,15.99,15.99,26333.76
,"Invoice","12/11/2015","61693","Meletti, Amaro","Citizen Public House",12,15.99,191.88,26525.64
,"Invoice","12/11/2015","61744","Meletti, Amaro","Cowboy Ciao",6,15.99,95.94,26621.58
,"Invoice","12/11/2015","61765","Meletti, Amaro","AJ's Fine Foods #90-Lone Mtn",2,15.99,31.98,26653.56
,"Invoice","12/15/2015","61769","Meletti, Amaro","AJ's Fine Foods #159-Camelback",2,15.99,31.98,26685.54
,"Invoice","12/16/2015","61825","Meletti, Amaro","OKRA",2,15.99,31.98,26717.52
,"Invoice","12/18/2015","61839","Meletti, Amaro","Citizen Public House",12,15.99,191.88,26909.40
,"Invoice","12/18/2015","61876","Meletti, Amaro","Pig & Pickle",12,15.99,191.88,27101.28
,"Invoice","12/18/2015","61877","Meletti, Amaro","Binkley's",1,15.99,15.99,27117.27
,"Invoice","12/21/2015","61946","Meletti, Amaro","AJ's Fine Foods #159-Camelback",2,15.99,31.98,27149.25
,"Invoice","12/30/2015","62081","Meletti, Amaro","Top's Liquors",2,15.99,31.98,27181.23
,"Invoice","12/30/2015","62087","Meletti, Amaro","Italian Restaurant",1,15.99,15.99,27197.22
,"Invoice","01/05/2016","62140","Meletti, Amaro","Virtu",1,15.99,15.99,27213.21
,"Invoice","01/05/2016","62149","Meletti, Amaro","Cibo",1,15.99,15.99,27229.20
,"Invoice","01/05/2016","62180","Meletti, Amaro","OKRA",6,15.99,95.94,27325.14
,"Invoice","01/08/2016","62282","Meletti, Amaro","Citizen Public House",12,15.99,191.88,27517.02
,"Invoice","01/08/2016","62327","Meletti, Amaro","Pig & Pickle",12,15.99,191.88,27708.90
,"Invoice","01/08/2016","62329","Meletti, Amaro","Cowboy Ciao",6,15.99,95.94,27804.84
,"Invoice","01/15/2016","62420","Meletti, Amaro","Citizen Public House",12,15.99,191.88,27996.72
,"Invoice","01/15/2016","62435","Meletti, Amaro","Solo Trattoria",3,15.99,47.97,28044.69
,"Invoice","01/15/2016","62463","Meletti, Amaro","Cafe Boa",1,15.99,15.99,28060.68
,"Invoice","01/19/2016","62487","Meletti, Amaro","AJ's Fine Foods #159-Camelback",3,15.99,47.97,28108.65
,"Invoice","01/19/2016","62488","Meletti, Amaro","Clever Koi",1,15.99,15.99,28124.64
,"Invoice","01/19/2016","62500","Meletti, Amaro","Parlor",3,15.99,47.97,28172.61
,"Invoice","01/21/2016","62509","Meletti, Amaro","Cibo",1,15.99,15.99,28188.60
,"Invoice","01/22/2016","62542","Meletti, Amaro","Citizen Public House",12,15.99,191.88,28380.48
,"Invoice","01/22/2016","62575","Meletti, Amaro","Pig & Pickle",12,15.99,191.88,28572.36
,"Invoice","01/22/2016","62585","Meletti, Amaro","Cowboy Ciao",3,15.99,47.97,28620.33
,"Invoice","01/28/2016","63670","Meletti, Amaro","The Good Oak Bar",6,15.99,95.94,28716.27
,"Invoice","01/29/2016","63650","Meletti, Amaro","House of Tricks",2,15.99,31.98,28748.25
,"Invoice","02/05/2016","63776","Meletti, Amaro","Citizen Public House",12,15.99,191.88,28940.13
,"Invoice","02/05/2016","63799","Meletti, Amaro","Cowboy Ciao",6,15.99,95.94,29036.07
,"Invoice","02/09/2016","63864","Meletti, Amaro","AJ's Fine Foods #159-Camelback",5,15.99,79.95,29116.02
,"Invoice","02/09/2016","63866","Meletti, Amaro","Parlor",1,15.99,15.99,29132.01
,"Invoice","02/11/2016","63879","Meletti, Amaro","Reilly Craft Pizza + Drink",6,15.99,95.94,29227.95
,"Invoice","02/12/2016","63917","Meletti, Amaro","Samples Greg",1,0.00,0.00,29227.95
,"Invoice","02/12/2016","63935","Meletti, Amaro","Pig & Pickle",12,15.99,191.88,29419.83
,"Invoice","02/17/2016","64050","Meletti, Amaro","OKRA",3,14.99,44.97,29464.80
,"Invoice","02/17/2016","64059","Meletti, Amaro","Cafe Boa",2,15.99,31.98,29496.78
,"Invoice","02/18/2016","64044","Meletti, Amaro","Plaza Liquors",2,15.99,31.98,29528.76
,"Invoice","02/19/2016","64092","Meletti, Amaro","Citizen Public House",5,15.99,79.95,29608.71
,"Credit Memo","02/19/2016","64101","Meletti, Amaro","AJ's Fine Foods #159-Camelback",-4,15.99,-63.96,29544.75
,"Invoice","02/22/2016","64121","Meletti, Amaro","Cowboy Ciao",4,15.99,63.96,29608.71
,"Invoice","02/24/2016","64172","Meletti, Amaro","AJ's Fine Foods #159-Camelback",5,15.99,79.95,29688.66
,"Invoice","02/24/2016","64180","Meletti, Amaro","Parlor",2,15.99,31.98,29720.64
,"Invoice","02/26/2016","64208","Meletti, Amaro","Citizen Public House",12,15.99,191.88,29912.52
,"Invoice","03/02/2016","64334","Meletti, Amaro","Simply Crust Italian",12,15.99,191.88,30104.40
,"Invoice","03/04/2016","64367","Meletti, Amaro","Citizen Public House",12,15.99,191.88,30296.28
,"Invoice","03/04/2016","64398","Meletti, Amaro","Cowboy Ciao",12,15.99,191.88,30488.16
,"Invoice","03/04/2016","62545","Meletti, Amaro","Samples 100% billback",1,0.00,0.00,30488.16
,"Invoice","03/08/2016","64460","Meletti, Amaro","Parlor",1,15.99,15.99,30504.15
,"Invoice","03/09/2016","64489","Meletti, Amaro","OKRA",2,15.99,31.98,30536.13
,"Invoice","03/10/2016","64544","Meletti, Amaro","Pig & Pickle",12,15.99,191.88,30728.01
,"Invoice","03/11/2016","64528","Meletti, Amaro","Citizen Public House",12,15.99,191.88,30919.89
,"Invoice","03/16/2016","64643","Meletti, Amaro","Samples Lisa",1,0.00,0.00,30919.89
,"Invoice","03/18/2016","64729","Meletti, Amaro","Italian Restaurant",1,15.99,15.99,30935.88
,"Invoice","03/23/2016","64782","Meletti, Amaro","AJ's Fine Foods #159-Camelback",4,12.99,51.96,30987.84
,"Invoice","03/23/2016","64804","Meletti, Amaro","OKRA",3,15.99,47.97,31035.81
,"Invoice","03/23/2016","64819","Meletti, Amaro","Cafe Boa",1,15.99,15.99,31051.80
,"Invoice","03/24/2016","64735","Meletti, Amaro","Vero Amore Palomino Plaza",1,15.99,15.99,31067.79
,"Invoice","03/25/2016","64836","Meletti, Amaro","Citizen Public House",12,15.99,191.88,31259.67
,"Invoice","03/25/2016","64870","Meletti, Amaro","Cowboy Ciao",12,15.99,191.88,31451.55
,"Invoice","03/25/2016","64881","Meletti, Amaro","Pig & Pickle",12,15.99,191.88,31643.43
,"Invoice","03/29/2016","64892","Meletti, Amaro","Parlor",1,15.99,15.99,31659.42
,"Invoice","03/29/2016","64917","Meletti, Amaro","Virtu",1,15.99,15.99,31675.41
,"Invoice","03/30/2016","64967","Meletti, Amaro","Crudo",3,15.99,47.97,31723.38
,"Invoice","03/30/2016","64990","Meletti, Amaro","The Good Oak Bar",6,15.99,95.94,31819.32
,"Invoice","03/31/2016","64970","Meletti, Amaro","Plaza Liquors",1,15.99,15.99,31835.31
,"Invoice","04/01/2016","65016","Meletti, Amaro","Simply Crust Italian",12,15.99,191.88,32027.19
,"Invoice","04/04/2016","65030","Meletti, Amaro","Hi Fi Bar & Grill",1,15.99,15.99,32043.18
,"Invoice","04/06/2016","65057","Meletti, Amaro","Top's Liquors",12,15.99,191.88,32235.06
,"Invoice","04/06/2016","65080","Meletti, Amaro","Simply Crust Italian",12,15.99,191.88,32426.94
,"Invoice","04/07/2016","65096","Meletti, Amaro","AJ's Fine Foods #159-Camelback",4,15.99,63.96,32490.90
,"Invoice","04/08/2016","65130","Meletti, Amaro","Samples Ryan",1,0.00,0.00,32490.90
,"Invoice","04/08/2016","65132","Meletti, Amaro","Pig & Pickle",7,15.99,111.93,32602.83
,"Invoice","04/13/2016","65221","Meletti, Amaro","OKRA",1,15.99,15.99,32618.82
,"Invoice","04/14/2016","65233","Meletti, Amaro","Caffe Milano",1,15.99,15.99,32634.81
,"Invoice","04/14/2016","65262","Meletti, Amaro","Cafe Boa",1,15.99,15.99,32650.80
,"Invoice","04/15/2016","65264","Meletti, Amaro","Citizen Public House",12,15.99,191.88,32842.68
,"Invoice","04/15/2016","65277","Meletti, Amaro","Pig & Pickle",12,15.99,191.88,33034.56
,"Invoice","04/19/2016","65306","Meletti, Amaro","Clever Koi",1,15.99,15.99,33050.55
,"Invoice","04/19/2016","65331","Meletti, Amaro","Parlor",2,15.99,31.98,33082.53
,"Invoice","04/20/2016","65326","Meletti, Amaro","AJ's Fine Foods #61-Val Vista/Mesa",1,15.99,15.99,33098.52
,"Invoice","04/22/2016","65404","Meletti, Amaro","Vintage 95",1,15.99,15.99,33114.51
,"Invoice","04/26/2016","65420","Meletti, Amaro","Cibo",2,15.99,31.98,33146.49
,"Invoice","04/26/2016","65431","Meletti, Amaro","Sassi Ristorante",3,15.99,47.97,33194.46
,"Invoice","04/27/2016","65461","Meletti, Amaro","Solo Trattoria",3,15.99,47.97,33242.43
,"Invoice","04/27/2016","65463","Meletti, Amaro","OKRA",3,15.99,47.97,33290.40
,"Invoice","04/27/2016","65464","Meletti, Amaro","Crudo",4,15.99,63.96,33354.36
,"Invoice","04/28/2016","65437","Meletti, Amaro","The Nook Downtown",1,15.99,15.99,33370.35
